id,shop_title,shop_price,shop_address,shop_factory,shop_store,shop_startingBatch,shop_availableQuantity,shop_ExpressFee,shop_deliveryTime,shop_articleNumber
485,纯天然竹子吸管 炭化竹子吸管内径0.6cm 外径0.85cm可logo外销,0.50,https://www.yiwugo.com/product/detail/930202011.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌丽莎日用品,义乌国际商贸城四区85门2楼12街,41,259438,10,72,B23
486,电缆扎带85磅 100件标准负荷 合成包 UV 黑色8英寸白色和黑色可选,168.00,https://www.yiwugo.com/product/detail/931413325.html?q=E5 8F 91 E5 85 89 E7 8E A,安徽杜邦新能源科技有限公司,义乌国际商贸城二区43门2楼6街,158,784909,10,48,E26
487,G85野营灯,8.70,https://www.yiwugo.com/product/detail/928834959.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌海润电器有限公司,义乌国际商贸城二区43门3楼6街,467,704404,8,24,A19
488,毓强森宝105514坦克-85铁血重装现代军事创意拼装积木益智玩具,20.50,https://www.yiwugo.com/product/detail/931419722.html?q=E5 8F 91 E5 85 89 E7 8E A,强森玩具,中国 广东 广州市增城区 新塘镇水南开发区11路,176,568550,10,48,B29
489,2019年新奇特炫彩双灯光火箭炮 爆款带灯大号85公分,6.50,https://www.yiwugo.com/product/detail/930192951.html?q=E5 8F 91 E5 85 89 E7 8E A,新奇玩具*虫虫玩具厂,义乌国际商贸城一区12门1楼7街,423,702549,5,24,C14
491,2019年新奇特炫彩灯光火箭炮 爆款带灯大号85公分,5.70,https://www.yiwugo.com/product/detail/930192954.html?q=E5 8F 91 E5 85 89 E7 8E A,新奇玩具*虫虫玩具厂,义乌国际商贸城一区12门1楼7街,95,826187,10,48,E28
492,义乌仿真水果 仿真葡萄 85头特长仿真葡萄,6.50,https://www.yiwugo.com/product/detail/926021101.html?q=E5 8F 91 E5 85 89 E7 8E A,圣艺仿真花 仿真水果盆栽,义乌国际商贸城一区1门1楼1街,65,943724,8,72,A10
493,85头大圆仿真,7.00,https://www.yiwugo.com/product/detail/925105772.html?q=E5 8F 91 E5 85 89 E7 8E A,圣艺仿真花 仿真水果盆栽,义乌国际商贸城一区1门1楼1街,23,65109,8,48,B25
494,85CM新款塑料水枪5孔枪把沙滩戏水水枪儿童玩具水枪漂流水枪,4.80,https://www.yiwugo.com/product/detail/930034836.html?q=E5 8F 91 E5 85 89 E7 8E A,琪福玩具,浙江省金华市义乌市福田街道义乌中国国际商贸城购物旅游区义乌国际商贸城1区,535,767367,8,24,P11
495,2019年新奇特炫彩灯光火箭炮 爆款带灯大号85公分,5.50,https://www.yiwugo.com/product/detail/930192948.html?q=E5 8F 91 E5 85 89 E7 8E A,新奇玩具*虫虫玩具厂,义乌国际商贸城一区12门1楼7街,497,149549,10,72,E11
496,强森钢铁侠MK85欣宏9009复仇者联盟模型复联4周边漫威益智拼装积,34.00,https://www.yiwugo.com/product/detail/931409272.html?q=E5 8F 91 E5 85 89 E7 8E A,强森玩具,中国 广东 广州市增城区 新塘镇水南开发区11路,51,40291,5,24,B19
497,钢铁侠MK85欣宏9009复仇者联盟模型复联4周边漫威益智拼装积木,27.50,https://www.yiwugo.com/product/detail/931500875.html?q=E5 8F 91 E5 85 89 E7 8E A,强森玩具,中国 广东 广州市增城区 新塘镇水南开发区11路,295,319790,5,72,C26
498,森宝105514 铁血重装85军事坦克模型男孩DIY小颗粒拼装积木玩具,17.50,https://www.yiwugo.com/product/detail/931503940.html?q=E5 8F 91 E5 85 89 E7 8E A,强森玩具,中国 广东 广州市增城区 新塘镇水南开发区11路,39,510574,8,24,F23
499,森宝105514 铁血重装85军事坦克模型男孩DIY小颗粒拼装积木玩具,17.50,https://www.yiwugo.com/product/detail/931503939.html?q=E5 8F 91 E5 85 89 E7 8E A,强森玩具,中国 广东 广州市增城区 新塘镇水南开发区11路,465,218246,5,48,C12
500,Grey silicone sealant automotive Grey RTV gasket maker 85g,0.01,https://www.yiwugo.com/product/detail/929459546.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,406,606634,8,24,B15
501,DIRKO汽摩配件机械发动机补漏密封胶 盒装密封胶 气缸密封胶85G,0.01,https://www.yiwugo.com/product/detail/930676963.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,515,966827,5,48,B28
502,Black Clear Grey RTV Silicone Adhesive Sealant 85g,0.01,https://www.yiwugo.com/product/detail/929459744.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,418,905557,5,48,O28
503,DIESEL TOOLS WHITE GREY BLUE BLACK RED RTV gasket maker 85G,0.01,https://www.yiwugo.com/product/detail/930569982.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,32,254991,10,48,E23
504,3+3黑色汽车发动机密封胶85g 黑色缸垫胶 gasket sealant,0.01,https://www.yiwugo.com/product/detail/929176010.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,358,261205,5,24,A23
505,原装正品 OGBUTA AB胶 OGBUTA彩盒装AB胶 A+B胶水 强力丙烯酸AB胶,0.01,https://www.yiwugo.com/product/detail/933172745.html?q=E5 8F 91 
506,OGBUTA彩盒彩箱AB胶 尼日利亚爆款AB胶 A+B胶水 强力丙烯酸AB胶,0.01,https://www.yiwugo.com/product/detail/933172821.html?q=E5 8F 91 E5 
507,原装正品 保证报关 彩盒彩箱OGBUTA A+B GLUE GUM OGBUTA AB胶水,0.01,https://www.yiwugo.com/product/detail/933172716.html?q=E5 8F 91 
508,OGBUTA 4 MINITES A+B ADHESIVE OGBUTA强力AB胶 丙烯酸AB胶,0.01,https://www.yiwugo.com/product/detail/933172766.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,171,434214,8,24,B23
509,AB胶万能塑料金属陶瓷木材A+B胶改性丙烯酸胶粘剂 老鹰头,0.01,https://www.yiwugo.com/product/detail/929385584.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,210,606335,5,48,O20
510,A级汉盘正品13音空灵鼓色空鼓忘忧鼓梵音鼓钢舌鼓玄空鼓6寸12寸,144.00,https://www.yiwugo.com/product/detail/932450924.html?q=E5 8F 91 E5 
511,耍大牌特大超大扑克牌大纸牌巨大婚庆大型号A4扑克四倍九倍扑克,2.70,https://www.yiwugo.com/product/detail/932451171.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,556,261585,8,24,E17
512,吉他无线传输系统 电吉他无线拾音器无线收发器 A8吉他无线接收器,62.40,https://www.yiwugo.com/product/detail/932451029.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,123,464659,8,24,E10
513,吉他无线接收器A9电吉他无线系统2.4GHz无线拾音器,116.40,https://www.yiwugo.com/product/detail/932451062.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,580,43271,5,24,P27
514,A223 水槽防堵过滤网水池地漏盖 卫生间厨房洗菜盆洗碗池过滤器,1.54,https://www.yiwugo.com/product/detail/932084534.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,252,52721,8,24,F27
515,LFSP75/85/95翻深盘白玉瓷钢化玻璃盘,5.20,https://www.yiwugo.com/product/detail/929298733.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,34,696605,8,24,F26
516,JFP85/130尖方盘白玉瓷钢化玻璃碗,7.20,https://www.yiwugo.com/product/detail/929301054.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,491,328128,8,72,F24
517,XWB85/150/190白玉瓷钢化玻璃杯,3.60,https://www.yiwugo.com/product/detail/929301195.html?q=E5 8F 91 E5 85 89 E7 8E A,马腾电子商务有限公司,义乌国际商贸城五区110门3楼10街,27,949829,5,72,P13
518,LHSP-75-85-95 白玉瓷钢化玻璃盘子,11.00,https://www.yiwugo.com/product/detail/928675122.html?q=E5 8F 91 E5 85 89 E7 8E 
523,纯棉成人毛巾柔软32股条纹毛巾吸水不掉毛擦脸巾34*72cm85g,7.50,https://www.yiwugo.com/product/detail/933433140.html?q=E5 8F 91 E5 85 89 E7 8E A,剑元服饰,义乌篁园服装市场9门1楼3街,252,682618,10,24,B13
524,摩托车灯天使眼led灯鬼火恶魔眼电动车改装灯12V-85V通用透镜,10.00,https://www.yiwugo.com/product/detail/930957089.html?q=E5 8F 91 E5 85 89 E7 8E A,博强汽车用品,义乌国际商贸城五区109门4楼7街,96,808826,10,24,B14
526,85-160斤女士纯棉内裤大码无痕透气性感蕾丝边中高腰纯棉裆三角裤,7.19,https://www.yiwugo.com/product/detail/933430563.html?q=E5 8F 91 E5 85 89 E7 8E A,雅旺裤行,义乌篁园服装市场4楼,412,905381,5,24,A24
527,【85-135斤】新款日系无缝女士内裤纯棉裆部螺纹三角裤套装蕾丝边,6.30,https://www.yiwugo.com/product/detail/933427548.html?q=E5 8F 91 E5 
528,爆款3D蜂巢暖宫内裤中高腰收腹提臀女士纯棉裆三角内裤85-140斤,3.96,https://www.yiwugo.com/product/detail/933426898.html?q=E5 8F 91 E5 85 89 E7 8E A,雅旺裤行,义乌篁园服装市场4楼,76,806946,5,48,P11
529,L3132 85#系列加大罩衣 围裙 日用品 家居用品 义乌 9.9热卖,5.50,https://www.yiwugo.com/product/detail/932998873.html?q=E5 8F 91 E5 85 89 E7 8E A,许声强精品2元店一站式配送中心,义乌国际商贸城五区南连接体门4楼3街,30,359519,10,72,C28
531,85益智类早教过家家玩具医具带娃娃 多款多色混装,5.50,https://www.yiwugo.com/product/detail/929201404.html?q=E5 8F 91 E5 85 89 E7 8E 
534,85*200MM清仓处理宽屏塑钢易拉宝 水滴形易拉宝,90.00,https://www.yiwugo.com/product/detail/933375877.html?q=E5 8F 91 E5 85 89 E7 8E A,杭州雪梅数码技术有限公司,义乌国际商贸城三区57门2楼1街,248,348770,8,48,O13
535,厂家热销塑料带刻度85量匙量勺套装厨房调料蛋糕烘焙量具DIY,3.80,https://www.yiwugo.com/product/detail/930829724.html?q=E5 8F 91 E5 85 89 E7 8E A,杰瑞五金厨具,义乌国际商贸城四区75门2楼5街,316,624128,5,48,A12
538,mom's care隔尿垫防水防滑成人宝宝婴儿护理垫推车垫M码70*85cm,31.72,https://www.yiwugo.com/product/detail/932904193.html?q=E5 8F 91 E5 85 89 E7 8E A,爱多玩具,广州荔湾区玩具批发市场,314,673216,10,72,F24
539,工厂直销85硅胶软键盘防水防尘折叠游戏办公网吧有线USB硅胶键盘,15.60,https://www.yiwugo.com/product/detail/932980354.html?q=E5 8F 91 E5 85 89 E7 8E A,依琳妙居家电,广州岭南工业园,404,579856,10,24,C14
540,供应硫磺皂85g控油止痒去屑温和爽洁面部内衣皂沐浴香皂洗衣肥皂,0.51,https://www.yiwugo.com/product/detail/933168328.html?q=E5 8F 91 E5 85 89 E7 8E A,依箖家居,广州岭南工业园,143,524111,8,48,B13
541,上海硫磺皂85g 控油清洁男女洗手脸沐浴肥皂正品上海香皂批发代发,1.13,https://www.yiwugo.com/product/detail/933168277.html?q=E5 8F 91 E5 
542,新喜乐裂可宁霜 85g 护手霜 33g 55g 正品防伪可查,2.04,https://www.yiwugo.com/product/detail/932871841.html?q=E5 8F 91 E5 85 89 E7 8E A,依箖家居,广州岭南工业园,321,908220,8,72,A11
543,JEAN MISS品牌星光高跟鞋香水85ml女士持久留香清新学生女神淡香,19.52,https://www.yiwugo.com/product/detail/932814733.html?q=E5 8F 91 E5 
544,艾依诺新配方艾叶除菌浴皂85克,12.00,https://www.yiwugo.com/product/detail/930947470.html?q=E5 8F 91 E5 85 89 E7 8E A,黑猫神日化股份有限公司,义乌国际商贸城四区76门2楼19街,277,838272,5,24,A28
547,85-180斤纯棉高腰内裤女士性感蕾丝花边舒适透气三角裤多码多色,6.00,https://www.yiwugo.com/product/detail/930081408.html?q=E5 8F 91 E5 
548,圆线耳环15到85,0.90,https://www.yiwugo.com/product/detail/930564519.html?q=E5 8F 91 E5 85 89 E7 8E A,双鼎饰品 
549,厂家直销85克密封胶硅胶 耐高温胶水红胶 用于摩托车汽车免垫片胶,2.70,https://www.yiwugo.com/product/detail/925135648.html?q=E5 8F 91 E5 85 89 E7 8E A,浙江凌尔新材料科技有限公司,义乌国际商贸城二区35门2楼6街,347,13338,5,72,B13
550,Teson 耐高温汽车发动机密封胶 汽车密封胶 油底壳密封胶 85g,0.01,https://www.yiwugo.com/product/detail/929458368.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,369,901533,8,48,A17
551,Dirko elring Das Original RTV silicon gasket maker 密封胶85g,0.01,https://www.yiwugo.com/product/detail/929498194.html?q=E5 8F 
552,Teson汽车变速箱密封胶 防水耐高温免垫胶 灰色汽车维修密封胶85g,0.01,https://www.yiwugo.com/product/detail/929458514.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,109,212458,10,48,C11
553,厂家直销DAAOSI黑色耐高温汽车密封胶 85g,0.01,https://www.yiwugo.com/product/detail/928590468.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,36,556727,8,48,A23
554,MAGTOOLS汽车密封胶 85g透明汽车密封胶 卡装85g汽车免垫胶批发,0.01,https://www.yiwugo.com/product/detail/931131395.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,509,957707,8,72,A25
555,POXIPOL 外贸出口小盒包装AB胶 a+b 金属石材塑料PVC万能AB胶,0.01,https://www.yiwugo.com/product/detail/929399199.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,384,645654,5,24,F18
560,A04七天防臭连裤袜丝袜 女士春秋黑色性感打底裤袜 微压美腿袜,16.33,https://www.yiwugo.com/product/detail/933113958.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,193,845701,10,72,C21
561,亚马逊春夏款儿童宝宝九分抽条打底裤 A类品质纯色甜美可爱连裤袜,8.13,https://www.yiwugo.com/product/detail/932966410.html?q=E5 8F 91 E5 
562,健丹鸟男士平角裤5条装纯棉礼盒装舒适四角裤中腰批发厂家直销A,7.49,https://www.yiwugo.com/product/detail/933118478.html?q=E5 8F 91 E5 85 
563,浮力板A字打水板游泳浮板初学者训练游泳成人儿童通用跨境电商款,8.40,https://www.yiwugo.com/product/detail/932453374.html?q=E5 8F 91 E5 
564,A001爆款棉质内裤 棉质内裤批发糖果色简约女式内裤纯色女内裤,1.80,https://www.yiwugo.com/product/detail/933124235.html?q=E5 8F 91 E5 85 
565,厂家直销 月亮形彩色7齿发梳 DIY发饰配件 100*85mm塑料插梳批发,0.32,https://www.yiwugo.com/product/detail/930309330.html?q=E5 8F 91 E5 85 89 E7 8E A,凌超饰品厂,义乌国际商贸城一区东11门3楼1街,241,714080,10,48,E29
566,厂家直销月亮形透明7齿发梳 diy发饰树脂半成品 100*85mm插梳批发,0.32,https://www.yiwugo.com/product/detail/930309318.html?q=E5 8F 91 E5 
567,85-180斤纯棉高腰内裤女士性感蕾丝花边舒适透气三角裤多码多色,6.00,https://www.yiwugo.com/product/detail/929821381.html?q=E5 8F 91 E5 
568,爆款体育运动玩具 264958拳击套装85-105CM伸缩体育玩具,44.00,https://www.yiwugo.com/product/detail/933348315.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市吖咪娜日用品有限公司,义乌国际商贸城四区74门2楼27街,341,341863,10,24,O24
569,格子茶巾 全棉抹布 洗碗巾 50x70刀叉 莲子花 85克跨境外贸出口,1.55,https://www.yiwugo.com/product/detail/931330677.html?q=E5 8F 91 E5 
570,厂家直销硫磺皂85g洁面肥皂沐浴皂洗澡香皂螨虫皂洗手皂一元批发,0.64,https://www.yiwugo.com/product/detail/932507341.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市兴泉一元百货,浙江义乌东阳马象路83号,141,409041,5,24,C13
572,L3232 85#系列滑料罩衣 围裙 日用品 家居用品 义乌批发 9.9热卖,5.70,https://www.yiwugo.com/product/detail/931458595.html?q=E5 8F 91 E5 
573,85C1指针表头机械型指针式直流电压表头 直流电流表精密型1V-500V,11.00,https://www.yiwugo.com/product/detail/931750002.html?q=E5 8F 91 E5 85 89 E7 8E A,睿儿外贸,义乌篁园服装市场14门2楼41183街,287,286894,8,48,B19
574,糖珠银色装饰大中小糖珠装饰蛋糕原料烘焙西点号心形85装饰银珠 g,19.75,https://www.yiwugo.com/product/detail/931624600.html?q=E5 8F 91 E5 85 89 E7 8E A,辰辰外贸,中国 浙江 义乌市 金华工业区,74,385330,8,72,O20
575,迷你便携式小型水平尺 鱼雷微型 85MM 钥匙扣 水平仪电视架安装,11.39,https://www.yiwugo.com/product/detail/931618670.html?q=E5 8F 91 E5 
576,大号85厘米充气狼牙棒玩具 舞蹈比赛活动道具充气锤子儿童健身,11.29,https://www.yiwugo.com/product/detail/931612783.html?q=E5 8F 91 E5 85 89 E7 8E A,辰辰外贸,中国 浙江 义乌市 金华工业区,265,273381,8,72,C16
577,大号85厘米充气狼牙棒玩具 舞蹈比赛活动道具充气锤子儿童,16.39,https://www.yiwugo.com/product/detail/931612777.html?q=E5 8F 91 E5 85 89 
578,俏雅莹冬新款老太太棉衣仿水貂绒跨境大码保暖65-85岁奶奶装大衣,210.00,https://www.yiwugo.com/product/detail/932239422.html?q=E5 8F 91 E5 85 89 E7 8E A,菲蕾服饰,义乌篁园服装市场9门1楼1街,441,385689,5,48,E13
579,宝宝双面两用水晶绒隔尿垫婴儿防水透气可水洗宝宝床单防漏85*120,32.00,https://www.yiwugo.com/product/detail/931625693.html?q=E5 8F 91 
580,蜂巢纱布毛巾85*85 纯棉浴巾 儿童浴巾印花 婴儿用品 外贸浴巾,15.80,https://www.yiwugo.com/product/detail/925385492.html?q=E5 8F 91 E5 85 89 E7 8E A,瑞英布艺纺织品,义乌国际商贸城四区78门2楼24街,27,669801,10,72,C21
581,新款彩棉85*85纱布浴巾婴儿纯棉卡通印花抱被浴巾厂家直销,25.90,https://www.yiwugo.com/product/detail/927786265.html?q=E5 8F 91 E5 85 89 E7 8E A,瑞英布艺纺织品,义乌国际商贸城四区78门2楼24街,90,265372,5,48,A18
584,优质乒乓球奖牌定做批发锦标赛冠军金牌定制电镀挂牌85g超重奖牌,8.50,https://www.yiwugo.com/product/detail/933249297.html?q=E5 8F 91 E5 
585,优秀羽毛球比赛奖牌定做批发85g重7cm宽金属挂牌定制做字厂家直销,8.50,https://www.yiwugo.com/product/detail/933249293.html?q=E5 8F 91 E5 85 89 E7 8E A,辉煌奖杯,义乌国际商贸城三区62门2楼9街,416,424964,8,48,F23
586,优质金属奖牌定制足球比赛荣誉金牌订做批发85g超重挂牌厂家直销,8.50,https://www.yiwugo.com/product/detail/933248971.html?q=E5 8F 91 E5 85 89 E7 8E A,辉煌奖杯,义乌国际商贸城三区62门2楼9街,254,631417,5,72,F21
588,85公分加长款单管五喷头水抽漂流水枪 塑料地摊玩具 儿童戏水玩具,2.66,https://www.yiwugo.com/product/detail/932560529.html?q=E5 8F 91 E5 
590,85cm下水道疏通神爪器厨房地漏厕所管道异物夹取抓钩,2.00,https://www.yiwugo.com/product/detail/933056901.html?q=E5 8F 91 E5 85 89 E7 8E A,杜娟·艾米日用品34788,义乌国际商贸城四区75门2楼3街,183,551955,8,48,F27
592,现货批发定制保安防寒服5斤加厚棉大衣军绿85式白棉军大衣棉大衣,68.00,https://www.yiwugo.com/product/detail/932978587.html?q=E5 8F 91 E5 85 89 E7 8E A,菲蕾服饰,义乌篁园服装市场9门1楼1街,105,26338,5,48,C18
600,3+3黑色耐油型汽车汽车密封胶 中性硅酮胶黑色汽车密封胶 85g,0.01,https://www.yiwugo.com/product/detail/929459461.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,109,401732,5,48,A28
601,Teson黑色耐高温耐油防水密封胶 胶发动机密封剂 汽车密封胶85g,0.01,https://www.yiwugo.com/product/detail/929458427.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,453,567391,10,48,E25
602,AURE灰色999汽车密封胶 耐高温密封胶 耐高温防水密封胶 85g,0.01,https://www.yiwugo.com/product/detail/929457584.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,542,917877,5,48,E16
603,SPARKO SUPER发动机胶 发动机密封胶 汽车密封胶 机械密封胶85G,0.01,https://www.yiwugo.com/product/detail/929522246.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,526,793669,10,48,P14
604,High Quality TESON grey RTV Silicone Gasket Maker 35g 85g,0.01,https://www.yiwugo.com/product/detail/929457643.html?q=E5 8F 91 E5 85 89 E7 8E A,台州阿凡达胶业源头厂家,义乌国际商贸城二区44门2楼7街,216,765702,10,72,A18
605,卡夫特 Kafuter 油面紧急修补剂AB胶水修补胶油箱堵漏胶85g,0.01,https://www.yiwugo.com/product/detail/929386267.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,31,80491,8,48,P29
606,卡夫特Kafuter20克85g丙烯酸强力AB胶水塑料金属玻璃陶瓷强力胶,0.01,https://www.yiwugo.com/product/detail/929386407.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,273,613361,10,72,F22
607,AURE 汽配专用 免垫片密封胶 85g 厂家直销 可定制生产,0.01,https://www.yiwugo.com/product/detail/929458467.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,156,979303,5,24,A23
608,MASTER XUANCAI F1 A8 自喷漆 SPRAY PAINT RSTAR QSF,0.01,https://www.yiwugo.com/product/detail/929475955.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市劲功胶粘剂有限公司,义乌国际商贸城二区41门2楼5街,580,50023,5,24,A12
609,A998 中性硅酮耐候密封胶 快干 防霉玻璃胶 门窗密封胶 玻璃胶,0.01,https://www.yiwugo.com/product/detail/929490607.html?q=E5 8F 91 E5 85 
610,厂家直供 唯美碎花甜美A5信纸信笺套装 复古可爱卡通信封 10款选,1.44,https://www.yiwugo.com/product/detail/933406003.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,498,90504,8,24,O15
611,支架磁性双面桌面A4小白板亚马逊爆款写字板防滑设计旋转留言白板,0.30,https://www.yiwugo.com/product/detail/933406493.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,247,747496,8,24,C12
612,定制网格文件袋A4透明加厚带标签拉链袋防水档案资料试卷收纳书袋,1.20,https://www.yiwugo.com/product/detail/933406429.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,270,742187,8,48,A17
613,A047雪地袜 女外穿韩版修身显瘦压力弹力地板裤袜,3.35,https://www.yiwugo.com/product/detail/932933261.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,443,439047,8,24,E20
614,2020秋冬棉质儿童袜子 保暖男童女童中筒袜 A类等级一件代发童袜,1.25,https://www.yiwugo.com/product/detail/932930637.html?q=E5 8F 91 E5 85 89 E7 8E A,丹妮百货有限公司,浙江省金华市义乌市福田街道稠州北路丹妮百货,523,772017,5,24,P15
617,电子元件 蓄电池；4V铅酸蓄电池；八角电池91×33×23,1.80,https://www.yiwugo.com/product/detail/927765315.html?q=E5 8F 91 E5 85 89 E7 8E A,科成电子,义乌国际商贸城二区45门3楼1街,494,390492,10,72,P30
618,电子元件 ，蓄电池；4V铅酸蓄电池；四角电池91×35×22,1.80,https://www.yiwugo.com/product/detail/927765323.html?q=E5 8F 91 E5 85 89 E7 8E A,科成电子,义乌国际商贸城二区45门3楼1街,134,284673,8,24,A17
619,外贸金属表带WR时尚潮款无唛金银冷光F91W超薄led电子表,6.00,https://www.yiwugo.com/product/detail/928418817.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市美格美手表,义乌国际商贸城二区44门3楼7街,12,486313,5,24,A14
621,供应T91三LED铝合金带磁铁天线灯捡拾器/检修工具灯/伸缩灯有大小,8.50,https://www.yiwugo.com/product/detail/930795442.html?q=E5 8F 91 E5 85 89 E7 8E A,领珠电筒电子商行(中国梦授权）,义乌国际商贸城二区45门3楼5街,285,898022,5,72,A22
623,乐高百变磁力91片提拉益智儿童玩具构建片磁性积木,175.00,https://www.yiwugo.com/product/detail/927181210.html?q=E5 8F 91 E5 85 89 E7 8E A,宇桐日用品,义乌国际商贸城四区81门2楼10街,55,399685,5,24,C16
624,新款AJ-91铝合金大功率蓝牙音箱 便携插卡户外手机迷你音箱低音炮,155.00,https://www.yiwugo.com/product/detail/929721048.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市茂协日用百货商行,义乌国际商贸城四区74门2楼29街,268,196604,5,72,O12
628,新款精致小巧的超亮COB钥匙扣灯货好价优ESEN91,3.15,https://www.yiwugo.com/product/detail/928495878.html?q=E5 8F 91 E5 85 89 E7 8E A,领珠电筒电子商行(中国梦授权）,义乌国际商贸城二区45门3楼5街,83,823671,8,48,C17
629,户外T91太阳能手摇灯 手提灯 复古马灯 野营灯 帐篷灯,23.00,https://www.yiwugo.com/product/detail/927032309.html?q=E5 8F 91 E5 85 89 E7 8E A,领珠电筒电子商行(中国梦授权）,义乌国际商贸城二区45门3楼5街,545,490075,5,48,B13
631,厂家直销PE环保一次性雨衣65、70、80、85、100克成人雨衣批发,1.55,https://www.yiwugo.com/product/detail/933510036.html?q=E5 8F 91 E5 85 
632,汽车改装件赛车 伸缩包围拉杆 前唇拉杆50 75MM85 100 150 200mm,11.00,https://www.yiwugo.com/product/detail/931662940.html?q=E5 8F 91 
633,85W疝气灯大电筒强光手电筒厂家直销,280.00,https://www.yiwugo.com/product/detail/924812736.html?q=E5 8F 91 E5 85 89 E7 8E A,雪鹰　强光手电筒,义乌国际商贸城二区41门2楼2街,280,937158,10,72,C14
634,【小额批发】大磁头电镀光亮超强磁力磁性飞镖85mm 六色6.7g,1.01,https://www.yiwugo.com/product/detail/933504192.html?q=E5 8F 91 E5 85 89 
636,经典车载植绒充气床垫户外车用通用车载旅行床尺寸85*135,54.00,https://www.yiwugo.com/product/detail/933185745.html?q=E5 8F 91 E5 85 89 E7 8E A,义乌市金品之家休闲用品,义乌国际商贸城四区89门2楼3街,121,430830,10,72,B25
